country;year;uneducated;primary;secondary;tertiary;years of education total;years education primary;years education secondary;years education tertiary;population in thousands;region
;1920;32,1;65,5;2,3;0,1;2,76;2,65;0,1;0;488;Latin America and the Caribbean
;1925;30,4;66,7;2,7;0,2;2,87;2,74;0,12;0,01;525;Latin America and the Caribbean
;1930;28,7;68,2;3;0,2;2,98;2,83;0,14;0,01;591;Latin America and the Caribbean
;1935;24,5;71,8;3,4;0,2;3,18;3,02;0,16;0,01;661;Latin America and the Caribbean
;1940;21,3;74,7;3,8;0,3;3,36;3,18;0,17;0,01;733;Latin America and the Caribbean
;1945;19;76,5;4,2;0,3;3,5;3,3;0,19;0,01;858;Latin America and the Caribbean
;1950;17,6;77,8;4,3;0,4;3,64;3,43;0,2;0,01;845;Latin America and the Caribbean
;1955;16,4;78,5;4,7;0,4;3,74;3,51;0,22;0,01;907;Latin America and the Caribbean
;1960;15,3;77,6;6,8;0,3;3,93;3,62;0,3;0,01;880;Latin America and the Caribbean
;1965;9,2;79,6;10,4;0,8;4,48;4;0,46;0,02;901;Latin America and the Caribbean
;1970;3,4;82,7;12,8;1,1;4,96;4,34;0,58;0,03;887;Latin America and the Caribbean
;1975;2,5;76;20;1,5;5,54;4,58;0,91;0,05;987;Latin America and the Caribbean
;1980;2,1;65,8;30,5;1,6;6,27;4,84;1,38;0,05;1132;Latin America and the Caribbean
;1985;4;54,2;39,4;2,4;6,86;4,94;1,84;0,08;1294;Latin America and the Caribbean
;1990;3,9;46,3;46,5;3,3;7,48;5,09;2,28;0,1;1362;Latin America and the Caribbean
;1995;4,9;32,9;53,8;8,5;8,55;5,25;3,04;0,26;1461;Latin America and the Caribbean
;2000;5,2;20,1;61,3;13,3;9,59;5,4;3,77;0,42;1533;Latin America and the Caribbean
;2005;4,9;15;65,7;14,4;10,09;5,5;4,14;0,45;1623;Latin America and the Caribbean
;2010;5,3;11,2;67,9;15,6;10,33;5,53;4,31;0,49;1717;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Mexico;1870;88,2;11,8;0;0;0,38;0,37;0,01;0;5238;Latin America and the Caribbean
;1875;85,7;14,3;0,1;0,1;0,45;0,44;0,01;0;5543;Latin America and the Caribbean
;1880;82,8;17,1;0,1;0,1;0,54;0,53;0,01;0;5866;Latin America and the Caribbean
;1885;80,2;19,6;0,1;0,1;0,63;0,61;0,02;0;6208;Latin America and the Caribbean
;1890;77,8;21,9;0,2;0,1;0,71;0,68;0,02;0;6569;Latin America and the Caribbean
;1895;75,7;24;0,3;0,1;0,78;0,75;0,03;0;7040;Latin America and the Caribbean
;1900;73,6;26;0,3;0,1;0,85;0,81;0,03;0;7620;Latin America and the Caribbean
;1905;68;30,9;0,8;0,3;1,08;1;0,08;0,01;7994;Latin America and the Caribbean
;1910;62,6;35,5;1,4;0,5;1,33;1,18;0,13;0,02;8322;Latin America and the Caribbean
;1915;59,7;37,8;1,9;0,6;1,47;1,28;0,17;0,02;8408;Latin America and the Caribbean
;1920;63,4;32,9;2,8;0,9;1,47;1,19;0,25;0,03;8130;Latin America and the Caribbean
;1925;60,9;34,8;3,2;1,1;1,6;1,27;0,29;0,03;9021;Latin America and the Caribbean
;1930;59;36,3;3,6;1,1;1,7;1,34;0,32;0,04;9356;Latin America and the Caribbean
;1935;50,6;44,3;3,9;1,2;1,98;1,6;0,34;0,04;10550;Latin America and the Caribbean
;1940;42,7;52;4;1,3;2,25;1,85;0,36;0,04;10969;Latin America and the Caribbean
;1945;43,5;51;4,2;1,3;2,24;1,83;0,37;0,04;13036;Latin America and the Caribbean
;1950;45,3;49;4,3;1,3;2,2;1,78;0,38;0,04;14863;Latin America and the Caribbean
;1955;42,4;51;5,2;1,3;2,36;1,89;0,42;0,04;16474;Latin America and the Caribbean
;1960;39,7;52,5;6,6;1,3;2,55;2,01;0,5;0,04;18618;Latin America and the Caribbean
;1965;35,2;54,3;8,7;1,8;3,02;2,24;0,72;0,06;21346;Latin America and the Caribbean
;1970;30,7;56,5;10,6;2,2;3,48;2,62;0,78;0,08;24904;Latin America and the Caribbean
;1975;29;51,5;15,1;4,4;4,19;2,96;1,09;0,14;29228;Latin America and the Caribbean
;1980;25,9;46,7;21,5;5,9;5,01;3,39;1,43;0,19;34466;Latin America and the Caribbean
;1985;19,6;44,4;29,1;6,9;5,9;3,89;1,79;0,22;40659;Latin America and the Caribbean
;1990;14,2;41,7;36,5;7,5;6,68;4,34;2,1;0,24;47929;Latin America and the Caribbean
;1995;10,8;38,9;40,5;9,8;7,37;4,66;2,39;0,32;55099;Latin America and the Caribbean
;2000;7,9;36,4;44;11,7;7,96;4,93;2,64;0,39;61619;Latin America and the Caribbean
;2005;5,1;29,2;50,3;15,4;8,9;5,26;3,14;0,5;68151;Latin America and the Caribbean
;2010;4,8;26,8;50,6;17,8;9,18;5,36;3,24;0,58;74660;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Nicaragua;1870;95,8;4,2;0;0;0,16;0,16;0;0;191;Latin America and the Caribbean
;1875;94,7;5,3;0;0;0,2;0,2;0;0;203;Latin America and the Caribbean
;1880;93,5;6,5;0;0;0,25;0,25;0;0;216;Latin America and the Caribbean
;1885;91,9;8,1;0;0;0,31;0,31;0;0;230;Latin America and the Caribbean
;1890;90;10;0;0;0,38;0,38;0;0;245;Latin America and the Caribbean
;1895;87,9;12,1;0;0;0,46;0,46;0;0;254;Latin America and the Caribbean
;1900;78,8;20,3;0,7;0,2;0,86;0,82;0,03;0,01;264;Latin America and the Caribbean
;1905;75,5;23,3;0,9;0,3;1,01;0,95;0,04;0,01;283;Latin America and the Caribbean
;1910;73,4;25,3;1;0,2;1,09;1,04;0,05;0,01;303;Latin America and the Caribbean
;1915;71,8;26,7;1,3;0,3;1,17;1,11;0,06;0,01;325;Latin America and the Caribbean
;1920;69,8;28,4;1,6;0,3;1,28;1,2;0,07;0,01;346;Latin America and the Caribbean
;1925;66,9;30,9;1,9;0,3;1,41;1,32;0,08;0,01;359;Latin America and the Caribbean
;1930;65,8;31,8;2,1;0,3;1,48;1,38;0,09;0,01;370;Latin America and the Caribbean
;1935;65,7;31,8;2,2;0,4;1,5;1,39;0,09;0,01;397;Latin America and the Caribbean
;1940;65,4;32,2;2,2;0,4;1,52;1,42;0,09;0,01;533;Latin America and the Caribbean
;1945;65;32,5;2;0,5;1,54;1,44;0,09;0,02;499;Latin America and the Caribbean
;1950;64,1;32,7;2,7;0,5;1,54;1,4;0,13;0,02;632;Latin America and the Caribbean
;1955;59,9;35,3;3,6;1,2;1,83;1,59;0,2;0,04;709;Latin America and the Caribbean
;1960;54,6;38,8;4,5;2,1;2,19;1,83;0,27;0,08;802;Latin America and the Caribbean
;1965;50,5;39,7;6,3;3,5;2,61;2,06;0,41;0,14;925;Latin America and the Caribbean
;1970;47,5;38,9;8,1;5,4;3,07;2,26;0,6;0,21;1096;Latin America and the Caribbean
;1975;44,9;39,4;9,4;6,3;3,38;2,41;0,72;0,25;1298;Latin America and the Caribbean
;1980;42,6;37,9;11,3;8,2;3,84;2,59;0,93;0,32;1527;Latin America and the Caribbean
;1985;39,1;38,4;13,9;8,6;4,21;2,79;1,08;0,34;1762;Latin America and the Caribbean
;1990;34,6;39,4;17,4;8,7;4,64;3,05;1,24;0,34;2005;Latin America and the Caribbean
;1995;30,6;36,8;23,6;8,9;5,19;3,35;1,5;0,35;2344;Latin America and the Caribbean
;2000;25,3;37,9;26,9;9,9;5,7;3,65;1,66;0,39;2722;Latin America and the Caribbean
;2005;19,5;37,7;32,6;10,1;6,28;4;1,88;0,4;3169;Latin America and the Caribbean
;2010;15,4;36,6;37,1;11;6,82;4,28;2,1;0,43;3666;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Panama;1870;97,8;2,2;0;0;0,08;0,08;0;0;103;Latin America and the Caribbean
;1875;97,3;2,7;0;0;0,11;0,1;0;0;108;Latin America and the Caribbean
;1880;96,6;3,4;0;0;0,13;0,13;0;0;112;Latin America and the Caribbean
;1885;95,7;4,3;0;0;0,17;0,16;0;0;122;Latin America and the Caribbean
;1890;94,5;5,5;0;0;0,21;0,21;0;0;131;Latin America and the Caribbean
;1895;93,2;6,8;0;0;0,26;0,26;0;0;142;Latin America and the Caribbean
;1900;81;16,9;1,8;0,3;0,85;0,76;0,08;0,01;152;Latin America and the Caribbean
;1905;76,7;20,6;2,4;0,4;1,06;0,95;0,1;0,01;170;Latin America and the Caribbean
;1910;68,5;26,9;4,4;0,3;1,49;1,31;0,17;0,01;189;Latin America and the Caribbean
;1915;63,5;31;5,2;0,4;1,74;1,52;0,21;0,02;221;Latin America and the Caribbean
;1920;59,7;34,1;5,8;0,5;1,95;1,69;0,24;0,02;281;Latin America and the Caribbean
;1925;56;36,8;6,6;0,7;2,16;1,86;0,28;0,02;287;Latin America and the Caribbean
;1930;50;41,7;7,7;0,8;2,48;2,13;0,33;0,03;297;Latin America and the Caribbean
;1935;42,2;47,7;9,2;0,9;2,91;2,47;0,4;0,03;341;Latin America and the Caribbean
;1940;37,7;51,1;10,2;1;3,17;2,69;0,45;0,04;325;Latin America and the Caribbean
;1945;34,2;52,9;11,7;1,2;3,43;2,88;0,52;0,04;442;Latin America and the Caribbean
;1950;31,2;53,4;13,9;1,5;3,87;3,21;0,61;0,05;479;Latin America and the Caribbean
;1955;26,6;55,3;16,1;2;4,26;3,48;0,72;0,06;528;Latin America and the Caribbean
;1960;21,6;57,1;19,1;2,3;4,75;3,83;0,85;0,07;593;Latin America and the Caribbean
;1965;20;56;20,3;3,7;5,01;3,87;1,03;0,11;676;Latin America and the Caribbean
;1970;18,9;54,7;21,7;4,7;5,39;4,01;1,25;0,14;780;Latin America and the Caribbean
;1975;15,2;51,1;26,8;6,9;6,1;4,31;1,59;0,19;912;Latin America and the Caribbean
;1980;12,1;45,4;34,3;8,2;6,89;4,63;2,02;0,24;1074;Latin America and the Caribbean
;1985;9,5;42,2;37,1;11,2;7,59;4,88;2,38;0,32;1253;Latin America and the Caribbean
;1990;7,8;39,1;40,6;12,5;8,08;5,05;2,66;0,37;1443;Latin America and the Caribbean
;1995;6,8;34,8;41,9;16,5;8,71;5,21;2,98;0,52;1643;Latin America and the Caribbean
;2000;5,7;31,9;42,6;19,8;9,24;5,34;3,24;0,66;1848;Latin America and the Caribbean
;2005;5,4;30,8;42;21,8;9,51;5,41;3,38;0,72;2058;Latin America and the Caribbean
;2010;5,2;29,4;42,4;23;9,72;5,45;3,51;0,76;2257;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Paraguay;1870;98,2;1,8;0;0;0,07;0,07;0;0;300;Latin America and the Caribbean
;1875;97,7;2,3;0;0;0,09;0,09;0;0;303;Latin America and the Caribbean
;1880;97;3;0;0;0,11;0,11;0;0;307;Latin America and the Caribbean
;1885;96,3;3,7;0;0;0,14;0,14;0;0;310;Latin America and the Caribbean
;1890;95,3;4,7;0;0;0,18;0,18;0;0;314;Latin America and the Caribbean
;1895;93,6;6,4;0;0;0,25;0,24;0;0;317;Latin America and the Caribbean
;1900;81,6;17,4;0,9;0,2;0,77;0,72;0,05;0;321;Latin America and the Caribbean
;1905;77,6;20,9;1,2;0,2;0,95;0,88;0,06;0,01;365;Latin America and the Caribbean
;1910;68,9;28,2;2,8;0,2;1,38;1,25;0,13;0,01;409;Latin America and the Caribbean
;1915;64,8;31,9;3,2;0,3;1,58;1,43;0,15;0,01;452;Latin America and the Caribbean
;1920;59,6;36,6;3,6;0,3;1,82;1,64;0,17;0,01;495;Latin America and the Caribbean
;1925;51,8;43,8;4,1;0,4;2,17;1,96;0,19;0,01;537;Latin America and the Caribbean
;1930;48,2;47;4,4;0,4;2,34;2,12;0,21;0,01;578;Latin America and the Caribbean
;1935;44,3;50,3;4,9;0,5;2,55;2,29;0,24;0,02;619;Latin America and the Caribbean
;1940;41,1;53,1;5,2;0,5;2,71;2,44;0,25;0,02;659;Latin America and the Caribbean
;1945;36,8;56,8;5,7;0,6;2,94;2,64;0,28;0,02;699;Latin America and the Caribbean
;1950;33,1;60;6,2;0,7;2,81;2,49;0,3;0,02;823;Latin America and the Caribbean
;1955;27,4;64,6;7,1;0,9;3,08;2,7;0,35;0,03;867;Latin America and the Caribbean
;1960;21,1;68,7;9,1;1;3,47;2,99;0,44;0,03;917;Latin America and the Caribbean
;1965;18;69,3;11,1;1,6;3,79;3,18;0,56;0,05;999;Latin America and the Caribbean
;1970;13,3;70,3;14,6;1,9;4,32;3,54;0,72;0,06;1170;Latin America and the Caribbean
;1975;10,5;68,4;18,4;2,7;4,85;3,86;0,91;0,09;1366;Latin America and the Caribbean
;1980;9,1;64,9;22,7;3,3;5,37;4,09;1,17;0,11;1661;Latin America and the Caribbean
;1985;7,2;62,1;25,2;5,5;5,96;4,38;1,41;0,17;1941;Latin America and the Caribbean
;1990;5,5;60,3;27,3;6,9;6,43;4,59;1,63;0,2;2290;Latin America and the Caribbean
;1995;5,8;65,2;21,8;7,1;6,4;4,73;1,45;0,22;2648;Latin America and the Caribbean
;2000;5,6;66,4;20,7;7,3;6,55;4,88;1,44;0,23;3108;Latin America and the Caribbean
;2005;2,7;43,3;50,5;3,4;8,03;5,22;2,71;0,11;3614;Latin America and the Caribbean
;2010;2,4;48;41,2;8,4;7,99;5,28;2,44;0,26;4151;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Peru;1870;99,4;0,6;0;0;0,03;0,02;0;0;1477;Latin America and the Caribbean
;1875;99,1;0,9;0;0;0,04;0,03;0;0;1605;Latin America and the Caribbean
;1880;98,7;1,3;0;0;0,05;0,05;0;0;1731;Latin America and the Caribbean
;1885;98,1;1,9;0;0;0,07;0,07;0;0;1800;Latin America and the Caribbean
;1890;97,2;2,8;0;0;0,1;0,1;0;0;1868;Latin America and the Caribbean
;1895;96;4;0,1;0;0,15;0,14;0,01;0;1929;Latin America and the Caribbean
;1900;94,2;5,7;0,1;0,1;0,22;0,2;0,01;0;2020;Latin America and the Caribbean
;1905;88,3;10,9;0,7;0,2;0,47;0,42;0,05;0,01;2143;Latin America and the Caribbean
;1910;82,8;15,6;1,3;0,3;0,71;0,61;0,09;0,01;2273;Latin America and the Caribbean
;1915;78,6;19,2;1,7;0,5;0,9;0,76;0,12;0,01;2411;Latin America and the Caribbean
;1920;71,4;22,4;5,7;0,7;1,44;1,08;0,34;0,02;2557;Latin America and the Caribbean
;1925;66,8;25,8;6,6;0,9;1,68;1,25;0,41;0,03;2753;Latin America and the Caribbean
;1930;62,5;29,3;7,2;1,1;1,89;1,4;0,46;0,04;2963;Latin America and the Caribbean
;1935;56,8;34,1;7,9;1,2;2,15;1,6;0,5;0,04;3200;Latin America and the Caribbean
;1940;50,8;39,4;8,5;1,3;2,4;1,81;0,54;0,04;3328;Latin America and the Caribbean
;1945;44,5;44,3;9,5;1,7;2,72;2,05;0,62;0,06;3526;Latin America and the Caribbean
;1950;40,9;47,1;10,2;1,9;2,91;2,18;0,67;0,07;4194;Latin America and the Caribbean
;1955;38,1;48,7;11,1;2,1;3,1;2,29;0,73;0,07;4708;Latin America and the Caribbean
;1960;35,2;49,9;12,5;2,3;3,32;2,42;0,82;0,08;5288;Latin America and the Caribbean
;1965;31,6;48,5;16,3;3,6;3,79;2,63;1,04;0,12;6004;Latin America and the Caribbean
;1970;26;48;21,4;4,6;4,47;3,07;1,25;0,16;6929;Latin America and the Caribbean
;1975;20,7;45,1;26,3;8;5,43;3,57;1,59;0,27;8069;Latin America and the Caribbean
;1980;16,4;41,3;31,9;10,4;6,2;3,98;1,87;0,35;9436;Latin America and the Caribbean
;1985;13,9;38,4;33,7;14,1;6,75;4,15;2,12;0,48;10965;Latin America and the Caribbean
;1990;12,6;34,9;33;19,5;7,39;4,3;2,42;0,67;12585;Latin America and the Caribbean
;1995;10,6;30,7;37,2;21,6;8,09;4,55;2,78;0,76;14147;Latin America and the Caribbean
;2000;7,7;25,4;39,1;27,8;9,05;5,02;3,05;0,98;15761;Latin America and the Caribbean
;2005;5,4;21,2;40,6;32,8;9,88;5,32;3,39;1,17;17485;Latin America and the Caribbean
;2010;3,2;28,1;51,1;17,6;9,28;5,46;3,2;0,62;19347;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Trinidad and Tobago;1870;89,9;10;0,1;0;0,5;0,49;0,01;0;78;Latin America and the Caribbean
;1875;88;11,8;0,2;0;0,59;0,59;0,01;0;94;Latin America and the Caribbean
;1880;86,2;13,6;0,2;0;0,69;0,68;0,01;0;110;Latin America and the Caribbean
;1885;82,8;17;0,3;0;0,86;0,85;0,01;0;125;Latin America and the Caribbean
;1890;79,2;20,5;0,3;0;1,05;1,04;0,01;0;141;Latin America and the Caribbean
;1895;74,7;24,8;0,4;0;1,29;1,27;0,02;0;155;Latin America and the Caribbean
;1900;67,6;31,8;0,6;0;1,66;1,64;0,02;0;175;Latin America and the Caribbean
;1905;61,2;38;0,8;0;2;1,97;0,03;0;190;Latin America and the Caribbean
;1910;53,7;45,3;1;0;2,41;2,37;0,04;0;211;Latin America and the Caribbean
;1915;44,8;53,6;1,6;0,1;2,92;2,86;0,06;0;228;Latin America and the Caribbean
;1920;38,9;58,8;2,2;0,1;3,28;3,19;0,09;0;227;Latin America and the Caribbean
;1925;35;62,1;2,8;0,2;3,55;3,43;0,11;0,01;239;Latin America and the Caribbean
;1930;32;61,5;6,2;0,3;3,93;3,67;0,25;0,01;260;Latin America and the Caribbean
;1935;26,5;66;7;0,4;4,3;4;0,29;0,01;266;Latin America and the Caribbean
;1940;22;69,8;7,7;0,5;4,61;4,28;0,32;0,02;284;Latin America and the Caribbean
;1945;18,2;72,4;8,8;0,6;4,92;4,54;0,37;0,02;326;Latin America and the Caribbean
;1950;15,7;73,4;10,2;0,7;5,16;4,73;0,41;0,02;354;Latin America and the Caribbean
;1955;13,6;73,8;11,8;0,8;5,37;4,87;0,48;0,03;388;Latin America and the Caribbean
;1960;11;72,6;15,5;0,9;5,73;5,09;0,6;0,03;447;Latin America and the Caribbean
;1965;8,9;70,6;19,5;1;6,05;5,28;0,74;0,03;483;Latin America and the Caribbean
;1970;6,8;66,7;25,4;1;6,51;5,55;0,93;0,03;520;Latin America and the Caribbean
;1975;3,1;65,6;29,3;2;7,03;5,85;1,12;0,06;576;Latin America and the Caribbean
;1980;0,9;60,7;36,1;2,4;7,57;6,12;1,38;0,08;649;Latin America and the Caribbean
;1985;1,9;54,5;40,7;2,8;8,13;6,41;1,62;0,1;716;Latin America and the Caribbean
;1990;2,2;45,3;49,4;3,2;8,71;6,58;2,02;0,11;732;Latin America and the Caribbean
;1995;1,6;39,4;54,6;4,4;9,22;6,71;2,37;0,15;797;Latin America and the Caribbean
;2000;1,3;33,4;60;5,3;9,72;6,78;2,76;0,18;877;Latin America and the Caribbean
;2005;1;29,7;61,7;7,6;10,27;6,84;3,18;0,25;929;Latin America and the Caribbean
;2010;0,6;25,9;63,3;10,2;10,96;6,89;3,73;0,34;945;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Uruguay;1870;91,7;8,2;0,1;0,1;0,34;0,33;0,01;0;194;Latin America and the Caribbean
;1875;89,8;10;0,1;0,1;0,41;0,4;0,01;0;225;Latin America and the Caribbean
;1880;87,7;12,1;0,2;0,1;0,51;0,49;0,01;0;260;Latin America and the Caribbean
;1885;85;14,6;0,3;0,2;0,62;0,6;0,02;0;315;Latin America and the Caribbean
;1890;82;17,4;0,4;0,2;0,75;0,72;0,03;0;382;Latin America and the Caribbean
;1895;79,8;19,6;0,4;0,2;0,85;0,81;0,03;0;439;Latin America and the Caribbean
;1900;77,5;21,8;0,4;0,2;0,94;0,91;0,03;0,01;501;Latin America and the Caribbean
;1905;75,5;23,9;0,4;0,3;1,03;0,99;0,03;0,01;554;Latin America and the Caribbean
;1910;67,2;31;1,2;0,6;1,44;1,34;0,08;0,01;588;Latin America and the Caribbean
;1915;59;38,2;1,8;1;1,85;1,7;0,13;0,02;715;Latin America and the Caribbean
;1920;52,8;43,6;2,4;1,2;2,16;1,97;0,17;0,03;799;Latin America and the Caribbean
;1925;41,7;50,9;6,2;1,2;2,84;2,49;0,32;0,03;909;Latin America and the Caribbean
;1930;36,5;55,3;6,7;1,5;3,11;2,72;0,36;0,04;1031;Latin America and the Caribbean
;1935;31,6;59,4;7,2;1,9;3,38;2,93;0,4;0,05;1136;Latin America and the Caribbean
;1940;26,2;63,3;8;2,5;3,72;3,18;0,48;0,06;1219;Latin America and the Caribbean
;1945;21,2;66,6;9;3,2;4,06;3,43;0,56;0,08;1310;Latin America and the Caribbean
;1950;15,7;69,9;10,6;3,7;4,47;3,71;0,67;0,09;1431;Latin America and the Caribbean
;1955;12,8;70;12,9;4,2;4,77;3,88;0,79;0,1;1525;Latin America and the Caribbean
;1960;10,4;69,6;15,4;4,5;5,06;4,03;0,91;0,11;1625;Latin America and the Caribbean
;1965;8;68,2;19;4,8;5,43;4,23;1,08;0,12;1712;Latin America and the Caribbean
;1970;6,8;64,4;23,1;5,7;5,94;4,49;1,31;0,15;1775;Latin America and the Caribbean
;1975;5,3;60,5;27,3;6,9;6,45;4,71;1,55;0,18;1773;Latin America and the Caribbean
;1980;4,1;55,8;32,5;7,6;6,94;4,91;1,82;0,21;1824;Latin America and the Caribbean
;1985;3,6;49,7;37,8;8,9;7,4;5,08;2,07;0,25;1875;Latin America and the Caribbean
;1990;3,3;46,6;39,6;10,4;7,71;5,2;2,21;0,3;1940;Latin America and the Caribbean
;1995;2,6;43,9;41,6;11,9;8,08;5,31;2,41;0,35;2018;Latin America and the Caribbean
;2000;1,7;42,3;45,2;10,8;8,36;5,56;2,47;0,32;2080;Latin America and the Caribbean
;2005;0,7;42,3;48,6;8,4;8,5;5,72;2,52;0,26;2165;Latin America and the Caribbean
;2010;0,5;41,6;49,8;8;8,61;5,77;2,6;0,24;2258;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Venezuela;1870;99,5;0,5;0;0;0,02;0,01;0;0;963;Latin America and the Caribbean
;1875;99,4;0,6;0;0;0,02;0,02;0;0;1038;Latin America and the Caribbean
;1880;99,2;0,8;0;0;0,02;0,02;0;0;1134;Latin America and the Caribbean
;1885;99;1;0;0;0,03;0,03;0;0;1227;Latin America and the Caribbean
;1890;98,8;1,2;0;0;0,04;0,03;0;0;1290;Latin America and the Caribbean
;1895;98,4;1,6;0;0;0,05;0,04;0;0;1376;Latin America and the Caribbean
;1900;85,3;13,9;0,6;0,2;0,44;0,38;0,05;0,01;1471;Latin America and the Caribbean
;1905;81;17,9;0,8;0,3;0,57;0,5;0,07;0,01;1564;Latin America and the Caribbean
;1910;81,7;16,2;1,9;0,3;0,63;0,49;0,13;0,01;1620;Latin America and the Caribbean
;1915;77,9;19,7;2,1;0,3;0,74;0,59;0,14;0,01;1683;Latin America and the Caribbean
;1920;74,8;22,6;2,2;0,4;0,84;0,68;0,15;0,01;1724;Latin America and the Caribbean
;1925;72,4;24,6;2,4;0,5;0,93;0,75;0,17;0,01;1793;Latin America and the Caribbean
;1930;71,4;25,4;2,5;0,6;0,98;0,78;0,19;0,01;1898;Latin America and the Caribbean
;1935;66,2;30,2;2,8;0,8;1,15;0,92;0,21;0,02;1922;Latin America and the Caribbean
;1940;61,4;34,6;3,1;0,9;1,32;1,06;0,24;0,02;2138;Latin America and the Caribbean
;1945;53,6;41,7;3,6;1;1,59;1,29;0,28;0,02;2347;Latin America and the Caribbean
;1950;49;45,6;4,1;1,2;1,65;1,31;0,31;0,03;2784;Latin America and the Caribbean
;1955;44,9;48,4;5,4;1,3;2,01;1,58;0,39;0,04;3302;Latin America and the Caribbean
;1960;39,7;51,3;7,7;1,4;2,44;1,87;0,53;0,04;3924;Latin America and the Caribbean
;1965;37,8;47,9;12,2;2,1;2,75;1,86;0,84;0,06;4631;Latin America and the Caribbean
;1970;33,3;46,3;17,7;2,8;3,49;2,35;1,07;0,08;5514;Latin America and the Caribbean
;1975;24,2;46;24,8;5,1;4,51;2,93;1,44;0,14;6819;Latin America and the Caribbean
;1980;15,7;45,8;31,8;6,7;5,47;3,53;1,75;0,19;8463;Latin America and the Caribbean
;1985;16,3;50,4;23,9;9,4;5,33;3,58;1,51;0,24;9968;Latin America and the Caribbean
;1990;17,2;55,4;16,1;11,4;5,26;3,61;1,38;0,28;11501;Latin America and the Caribbean
;1995;13,2;54,1;21;11,7;6,11;4,3;1,53;0,29;13221;Latin America and the Caribbean
;2000;10,4;47,5;29,5;12,7;7,01;4,75;1,95;0,31;15079;Latin America and the Caribbean
;2005;7,8;41,2;36,3;14,7;7,8;5,08;2,37;0,36;17049;Latin America and the Caribbean
;2010;3,6;34;48,6;13,7;8,78;5,47;2,97;0,34;18874;Latin America and the Caribbean
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Algeria;1870;97,5;2,2;0,2;0;0,1;0,09;0,01;0;2160;Middle East and North Africa
;1875;96,8;2,9;0,3;0;0,13;0,12;0,02;0;1636;Middle East and North Africa
;1880;96;3,6;0,4;0;0,16;0,14;0,02;0;1883;Middle East and North Africa
;1885;95,1;4,4;0,4;0,1;0,2;0,17;0,02;0;2193;Middle East and North Africa
;1890;94,3;5,2;0,5;0,1;0,23;0,2;0,03;0;2361;Middle East and North Africa
;1895;93,3;6,1;0,5;0,1;0,27;0,23;0,03;0;2525;Middle East and North Africa
;1900;89,9;9,3;0,7;0,1;0,39;0,35;0,04;0;2664;Middle East and North Africa
;1905;86,7;12,4;0,8;0,1;0,51;0,46;0,05;0;2933;Middle East and North Africa
;1910;84,4;14,5;0,9;0,2;0,6;0,55;0,05;0;3096;Middle East and North Africa
;1915;85,1;14;0,8;0,2;0,58;0,53;0,05;0,01;3116;Middle East and North Africa
;1920;83,6;15,3;1;0,2;0,65;0,58;0,06;0,01;3337;Middle East and North Africa
;1925;82,1;16,6;1;0,2;0,71;0,64;0,06;0,01;3536;Middle East and North Africa
;1930;81,9;16,8;1,2;0,2;0,74;0,66;0,07;0,01;3874;Middle East and North Africa
;1935;81,1;17,4;1,3;0,2;0,78;0,69;0,08;0,01;4311;Middle East and North Africa
;1940;80,9;17,6;1,3;0,3;0,8;0,71;0,08;0,01;4549;Middle East and North Africa
;1945;80,9;17,5;1,3;0,3;0,82;0,72;0,09;0,01;4749;Middle East and North Africa
;1950;81,1;17,1;1,5;0,3;0,83;0,73;0,09;0,01;4858;Middle East and North Africa
;1955;81,5;16,5;1,7;0,3;0,82;0,71;0,1;0,01;5302;Middle East and North Africa
;1960;82,5;14,3;2,9;0,3;0,9;0,72;0,17;0,01;5658;Middle East and North Africa
;1965;80,1;15;4,5;0,4;1,15;0,87;0,27;0,01;5982;Middle East and North Africa
;1970;72;20,2;7,3;0,4;1,69;1,25;0,43;0,01;6531;Middle East and North Africa
;1975;62,1;26,7;10,4;0,8;2,26;1,59;0,65;0,02;7723;Middle East and North Africa
;1980;52,9;31,2;14,2;1,6;3;2,01;0,94;0,05;9432;Middle East and North Africa
;1985;42,6;34,9;19,8;2,7;4,28;2,85;1,34;0,08;11350;Middle East and North Africa
;1990;35,4;37;23,7;3,9;5,05;3,26;1,67;0,12;13493;Middle East and North Africa
;1995;29,2;39,8;26;5;5,76;3,71;1,9;0,16;16015;Middle East and North Africa
